title,author,google_id,recommender,recommender_count,category,publication_date,pages,image,url_image,Unnamed: 4,target_class
The Journey: The Fine Art of Traveling by Train,,3899555694,,10,Engineering & Transportation,,,3899555694.jpg,http://ecx.images-amazon.com/images/I/61nnffW92hL.jpg,,social-humanaria
Vivian Apple at the End of the World,,544340116,,27,Teen & Young Adult,,,0544340116.jpg,http://ecx.images-amazon.com/images/I/51A9xoE-KdL.jpg,Katie Coyle,general
Everybody Loves Meatloaf: More Than 100 Recipes for Loaves and Fixings,,60952199,,7,"Cookbooks, Food & Wine",,,0060952199.jpg,http://ecx.images-amazon.com/images/I/517Y3TVP3KL.jpg,Melanie Barnard,general
Network Tutorial,,1578203023,,6,Computers & Technology,,,1578203023.jpg,http://ecx.images-amazon.com/images/I/51L6ljS7sgL.jpg,Steve Steinke,sains-tech
Computational Fairy Tales,,1477550291,,4,Children's Books,,,1477550291.jpg,http://ecx.images-amazon.com/images/I/51xmgIY%2BdUL.jpg,Jeremy Kubica,sains-tech
A Year in Italy Color Page-A-Day Calendar 2016,,076118404X,,29,Travel,,,076118404X.jpg,http://ecx.images-amazon.com/images/I/6134d7BMDgL.jpg,Workman Publishing,general
Your Guide to Health with Foods & Herbs: Using the Wisdom of Traditional Chinese Medicine,,1602201218,,11,"Health, Fitness & Dieting",,,1602201218.jpg,http://ecx.images-amazon.com/images/I/51fgWeiFhEL.jpg,Zhang Yifang,sains-tech
"17 Carnations: The Royals, the Nazis, and the Biggest Cover-Up in History",,1455527114,,12,History,,,1455527114.jpg,http://ecx.images-amazon.com/images/I/51-N7haxsTL.jpg,Andrew Morton,social-humanaria
"Small Animal Emergency and Critical Care for Veterinary Technicians, 3e",,323227740,,16,Medical Books,,,0323227740.jpg,http://ecx.images-amazon.com/images/I/51ShX5F2eUL.jpg,Andrea M. Battaglia LVT,general
Rooted in Design: Sprout Home's Guide to Creative Indoor Planting,,1607746972,,8,"Crafts, Hobbies & Home",,,1607746972.jpg,http://ecx.images-amazon.com/images/I/61sYaCzHOHL.jpg,Tara Heibel,social-humanaria
Joshua and the Flow of Biblical History,,1581345208,,9,Christian Books & Bibles,,,1581345208.jpg,http://ecx.images-amazon.com/images/I/51mkO7zsRzL.jpg,Francis A. Schaeffer,social-humanaria
"Cry, the Beloved Country",,743262174,,15,Literature & Fiction,,,0743262174.jpg,http://ecx.images-amazon.com/images/I/51iV%2B9ssK9L.jpg,Alan Paton,general
Complete Icelandic: A Teach Yourself Guide (Teach Yourself Language),,007174780X,,29,Travel,,,007174780X.jpg,http://ecx.images-amazon.com/images/I/51zK2HtSQ5L.jpg,Hildur Jonsdottir,general
Secrets of the Oak Woodlands: Plants and Animals Among California's Oaks,,159714262X,,23,Science & Math,,,159714262X.jpg,http://ecx.images-amazon.com/images/I/51RVaAvZC%2BL.jpg,Kate Marianchild,sains-tech
The Executor's Guide: Settling a Loved One's Estate or Trust,,1413306551,,14,Law,,,1413306551.jpg,http://ecx.images-amazon.com/images/I/51KlW6jdTnL.jpg,Mary Randolph J.D.,general
The Secret of Priest's Grotto: A Holocaust Survival Story,,1580132618,,4,Children's Books,,,1580132618.jpg,http://ecx.images-amazon.com/images/I/51S1V7JN7SL.jpg,Peter Lane Taylor,social-humanaria
"Clinical Anesthesia, 7e: Print + Ebook with Multimedia",,1451144199,,16,Medical Books,,,1451144199.jpg,http://ecx.images-amazon.com/images/I/51ve93F6QrL.jpg,Paul G. Barash,sains-tech
"Life After Trauma, Second Edition: A Workbook for Healing",,1606236083,,18,Parenting & Relationships,,,1606236083.jpg,http://ecx.images-amazon.com/images/I/41%2B0DNL%2BWqL.jpg,Dena Rosenbloom,general
The Corrosion of Character: The Personal Consequences of Work in the New Capitalism,,393319873,,2,Business & Money,,,0393319873.jpg,http://ecx.images-amazon.com/images/I/51gpTDaItSL.jpg,Richard Sennett,general
Mahamevnawa Pali-English Paritta Chanting Book,,9556870644,,21,Religion & Spirituality,,,9556870644.jpg,http://ecx.images-amazon.com/images/I/51h9LPXf9YL.jpg,Ven. Kiribathgoda Gnanananda Thero,general
Jack the Ripper: The Casebook,,023300257X,,1,Biographies & Memoirs,,,023300257X.jpg,http://ecx.images-amazon.com/images/I/413zHgf5HsL.jpg,Richard Jones,general
"Northern Delights: Scandinavian Homes, Interiors and Design",,3899554728,,8,"Crafts, Hobbies & Home",,,3899554728.jpg,http://ecx.images-amazon.com/images/I/614EWkTYTSL.jpg,,social-humanaria
The Melancholy Death of Oyster Boy & Other Stories,,688156819,,17,"Mystery, Thriller & Suspense",,,0688156819.jpg,http://ecx.images-amazon.com/images/I/51oUECPwz%2BL.jpg,Tim Burton,general
Kindling 4 (Advances in Behavioral Biology),,306436051,,11,"Health, Fitness & Dieting",,,0306436051.jpg,http://ecx.images-amazon.com/images/I/51NFHPeM3IL.jpg,,general
"Fastnet, Force 10: The Deadliest Storm in the History of Modern Sailing",,393308650,,26,Sports & Outdoors,,,0393308650.jpg,http://ecx.images-amazon.com/images/I/51w85ezJtEL.jpg,John Rousmaniere,social-humanaria
Portugal (Eyewitness Travel Guides),,756661609,,29,Travel,,,0756661609.jpg,http://ecx.images-amazon.com/images/I/51HImuWzFFL.jpg,Martin Symington,general
Modern Romance,,1594206279,,13,Humor & Entertainment,,,1594206279.jpg,http://ecx.images-amazon.com/images/I/41LaBpUJBHL.jpg,Aziz Ansari,general
Sybil,,446550124,,16,Medical Books,,,0446550124.jpg,http://ecx.images-amazon.com/images/I/51kKtGpwLAL.jpg,Flora Rheta Schreiber,general
Cinderella (Everyman's Library Children's Classics),,679423133,,4,Children's Books,,,0679423133.jpg,http://ecx.images-amazon.com/images/I/51ByobYvFGL.jpg,C. S. Evans,general
Forgiveness is a Choice: A Step-by-Step Process for Resolving Anger and Restoring Hope,,1557987572,,25,Self-Help,,,1557987572.jpg,http://ecx.images-amazon.com/images/I/51Gge%2BEJ40L.jpg,Robert D. Enright,general
The Tao of Warren Buffett: Warren Buffett's Words of Wisdom: Quotations and Interpretations to Help Guide You to Billionaire Wealth and Enlightened Business Management,,1416541322,,20,Reference,,,1416541322.jpg,http://ecx.images-amazon.com/images/I/41diYZMensL.jpg,Mary Buffett,social-humanaria
"Color Mixing Recipes for Portraits: More than 500 Color Combinations for Skin, Eyes, Lips & Hair",,1560109904,,0,Arts & Photography,,,1560109904.jpg,http://ecx.images-amazon.com/images/I/51S6bJ8mlBL.jpg,William F Powell,general
Violence (Introducing Issues With Opposing Viewpoints),,737747366,,27,Teen & Young Adult,,,0737747366.jpg,http://ecx.images-amazon.com/images/I/41nxGKD-coL.jpg,,social-humanaria
The Book of Unknown Americans,,345806409,,15,Literature & Fiction,,,0345806409.jpg,http://ecx.images-amazon.com/images/I/51r5QAGPaKL.jpg,Cristina Henríquez,general
"Pure Prairie Eating Plan: Fresh food, practical menus and a healthy lifestyle",,1551953234,,7,"Cookbooks, Food & Wine",,,1551953234.jpg,http://ecx.images-amazon.com/images/I/51o%2BxhZISlL.jpg,Dr. Catherine Chan,sains-tech
Time Steve Jobs: The Genius Who Changed Our World,,1618930028,,6,Computers & Technology,,,1618930028.jpg,http://ecx.images-amazon.com/images/I/516-D2YXwgL.jpg,Editors of TIME,general
"The Carrot Principle: How the Best Managers Use Recognition to Engage Their People, Retain Talent, and Accelerate Performance [Updated & Revised]",,1439149178,,2,Business & Money,,,1439149178.jpg,http://ecx.images-amazon.com/images/I/51S%2BEGAv47L.jpg,Adrian Gostick,social-humanaria
Children with Hearing Loss: Developing Listening and Talking Birth to Six,,1597561584,,11,"Health, Fitness & Dieting",,,1597561584.jpg,http://ecx.images-amazon.com/images/I/51z0u4bmjwL.jpg,Elizabeth B. Cole and Carol A. Flexer,sains-tech
"Rescue Road: One Man, Thirty Thousand Dogs, and a Million Miles on the Last Hope Highway",,1492614076,,8,"Crafts, Hobbies & Home",,,1492614076.jpg,http://ecx.images-amazon.com/images/I/51fo7JuShxL.jpg,Peter Zheutlin,general
The World of Eric Carle(TM) The Very Hungry Caterpillar(TM) Cupcake Kit,,1452143196,,4,Children's Books,,,1452143196.jpg,http://ecx.images-amazon.com/images/I/515QtoiHkNL.jpg,Chronicle Books,general
"Universal Message of the Bhagavad Gita: An Exposition of the Gita in the Light of Modern Thought and Modern Needs, Vol. 1",,8175052139,,21,Religion & Spirituality,,,8175052139.jpg,http://ecx.images-amazon.com/images/I/5110M3P2Q2L.jpg,Swami Ranganathanananda,general
History of the Low Countries,,1845452720,,12,History,,,1845452720.jpg,http://ecx.images-amazon.com/images/I/51ScirTyLVL.jpg,,social-humanaria
Electric Cars The Future is Now!: Your Guide to the Cars You Can Buy Now and What the Future Holds,,184584310X,,10,Engineering & Transportation,,,184584310X.jpg,http://ecx.images-amazon.com/images/I/51SBRXLtDmL.jpg,Arvids Linde,general
Fire Mountains of the West: The Cascade And Mono Lake Volcanoes,,087842511X,,23,Science & Math,,,087842511X.jpg,http://ecx.images-amazon.com/images/I/512XEXJWSBL.jpg,Stephen L. Harris,general
"Violence Risk and Threat Assessment: A Practical Guide for Mental Health and Criminal Justice Professionals (Practical Guide Series (San Diego, Calif.).)",,970318901,,16,Medical Books,,,0970318901.jpg,http://ecx.images-amazon.com/images/I/21wUp8wpikL.jpg,J. Reid Meloy,sains-tech
Free to Serve: Protecting the Religious Freedom of Faith-Based Organizations,,1587433737,,9,Christian Books & Bibles,,,1587433737.jpg,http://ecx.images-amazon.com/images/I/51DFQR01egL.jpg,Stephen V. Monsma,general
The Hundred Thousand Kingdoms (The Inheritance Trilogy),,316043923,,22,Romance,,,0316043923.jpg,http://ecx.images-amazon.com/images/I/51P%2BD44ASnL.jpg,N. K. Jemisin,general
The Rough Guide to Zanzibar,,1848361327,,29,Travel,,,1848361327.jpg,http://ecx.images-amazon.com/images/I/51b23sTNDZL.jpg,Jens Finke,general
"The Shift Journey: Spirituality, Virtues, and Unconditional Love",,1627471456,,19,Politics & Social Sciences,,,1627471456.jpg,http://ecx.images-amazon.com/images/I/51WsSi0Gf%2BL.jpg,Elaine Yoshikawa,general
The Rights of People with Mental Disabilities: The Authoritative Guide to the Rights of People with Mental Illness and Mental Retardation (ACLU Handbook),,080931990X,,14,Law,,,080931990X.jpg,http://ecx.images-amazon.com/images/I/21twfzQMtiL.jpg,Hon. Robert M Levy,general
Compound Interest Tables,,809257041,,2,Business & Money,,,0809257041.jpg,http://ecx.images-amazon.com/images/I/51lEJHXVFBL.jpg,Michael Sherman,general
Dishing with Style: Secrets to Great Tastes and Beautiful Presentations,,1400050405,,7,"Cookbooks, Food & Wine",,,1400050405.jpg,http://ecx.images-amazon.com/images/I/5143B0Z2W3L.jpg,Rori Trovato,general
Perdita,,1440588112,,27,Teen & Young Adult,,,1440588112.jpg,http://ecx.images-amazon.com/images/I/41dsai7pKCL.jpg,Faith Gardner,general
Architecture According to Pigeons,,714863890,,4,Children's Books,,,0714863890.jpg,http://ecx.images-amazon.com/images/I/31IZvXIlJwL.jpg,Speck Lee Tailfeather,sains-tech
Creative Ribbons & Roses,,187708008X,,8,"Crafts, Hobbies & Home",,,187708008X.jpg,http://ecx.images-amazon.com/images/I/5144QGVHJAL.jpg,Gail Rogers,general
The Jungle,,1503331865,,15,Literature & Fiction,,,1503331865.jpg,http://ecx.images-amazon.com/images/I/51l5zncAxsL.jpg,Upton Sinclair,general
Fringe: September's Notebook,,1608872173,,13,Humor & Entertainment,,,1608872173.jpg,http://ecx.images-amazon.com/images/I/41IEvxxS-EL.jpg,Tara Bennett,general
The Official Harry Potter 2016 Square Calendar,,1780548370,,3,Calendars,,,1780548370.jpg,http://ecx.images-amazon.com/images/I/61YNkq4DE4L.jpg,,general
Victory of Eagles (Temeraire),,345512251,,24,Science Fiction & Fantasy,,,0345512251.jpg,http://ecx.images-amazon.com/images/I/51O9QMxvHtL.jpg,Naomi Novik,general
Mapping the Human Terrain in Afghanistan,,1479329150,,29,Travel,,,1479329150.jpg,http://ecx.images-amazon.com/images/I/511OUH%2BbgcL.jpg,"US Army, MAJ Kevin R. Golinghorst",social-humanaria
Your Soul's Gift: The Healing Power of the Life You Planned Before You Were Born,,977679462,,21,Religion & Spirituality,,,0977679462.jpg,http://ecx.images-amazon.com/images/I/51uZAmNuS%2BL.jpg,Robert Schwartz,general
"Life and Breath: Preventing, Treating and Reversing Chronic Obstructive Pulmonary Disease",,767912888,,11,"Health, Fitness & Dieting",,,0767912888.jpg,http://ecx.images-amazon.com/images/I/517J7DT762L.jpg,Neil Schachter,sains-tech
Lonely Planet US & British Virgin Islands (Travel Guide),,1741042011,,26,Sports & Outdoors,,,1741042011.jpg,http://ecx.images-amazon.com/images/I/51lOSuLfO4L.jpg,Lonely Planet,general
Picture Man: The Legacy of Southeast Alaska Photographer Shoki Kayamori,,1602232458,,1,Biographies & Memoirs,,,1602232458.jpg,http://ecx.images-amazon.com/images/I/51ZpV6r-WUL.jpg,Margaret Thomas,general
Your Aching Back: A Doctor's Guide to Relief,,1416593012,,16,Medical Books,,,1416593012.jpg,http://ecx.images-amazon.com/images/I/51Tq3pk1AaL.jpg,Augustus A. White,general
Reinventing the Museum: The Evolving Conversation on the Paradigm Shift,,759119651,,2,Business & Money,,,0759119651.jpg,http://ecx.images-amazon.com/images/I/416r8ZQWRtL.jpg,,general
The Holy Spirit: The Treasures (Treasures of John Owen),,085151698X,,9,Christian Books & Bibles,,,085151698X.jpg,http://ecx.images-amazon.com/images/I/51SRO1cdc9L.jpg,John Owen,general
Road to Seeing,,321886399,,0,Arts & Photography,,,0321886399.jpg,http://ecx.images-amazon.com/images/I/51FaPPscB5L.jpg,Dan Winters,general
"A Kiap's Story: A Decade in the Life and Work of an Australian Patrol Officer in the Kokoda, New Britain, New Ireland, Madang and Sepik Regions of Papua New Guinea 1948-1958",,1502703459,,12,History,,,1502703459.jpg,http://ecx.images-amazon.com/images/I/51rgA6UG8WL.jpg,Graham Taylor,general
"Illustrator CS5: Advanced, Ace Edition (Ilt)",,1426021046,,6,Computers & Technology,,,1426021046.jpg,http://ecx.images-amazon.com/images/I/519axcQoVVL.jpg,,general
Beyond the Deep: The Deadly Descent into the World's Most Treacherous Cave,,446527092,,23,Science & Math,,,0446527092.jpg,http://ecx.images-amazon.com/images/I/51FOI6jInVL.jpg,William Stone,general
A History of New Zealand,,1869487192,,4,Children's Books,,,1869487192.jpg,http://ecx.images-amazon.com/images/I/51PPeoG8f6L.jpg,John Lockyer,social-humanaria
The Taiwan Adventure: An Expat's Observations of Life in Taiwan,,3841771033,,29,Travel,,,3841771033.jpg,http://ecx.images-amazon.com/images/I/41%2BsiatLZ7L.jpg,Chris Banducci,general
Quail Farming For Beginners: Everything You Need To Know,,1507622643,,8,"Crafts, Hobbies & Home",,,1507622643.jpg,http://ecx.images-amazon.com/images/I/511WQwSx38L.jpg,Francis Okumu,general
"Health Care Ethics: Theological Foundations, Contemporary Issues, and Controversial Cases",,1599821036,,16,Medical Books,,,1599821036.jpg,http://ecx.images-amazon.com/images/I/51o579BfyuL.jpg,Michael R. Panicola,sains-tech
"The Bible Cure for Skin Disorders: Ancient Truths, Natural Remedies and the Latest Findings for Your Health Today (New Bible Cure (Siloam))",,884198316,,11,"Health, Fitness & Dieting",,,0884198316.jpg,http://ecx.images-amazon.com/images/I/41aRG1xtrhL.jpg,Don Colbert MD,sains-tech
Real Happiness: The Power of Meditation: A 28-Day Program,,761159258,,25,Self-Help,,,0761159258.jpg,http://ecx.images-amazon.com/images/I/515JlKOj8AL.jpg,Sharon Salzberg,general
Ghost of Sangju: A Memoir of Reconciliation,,988585871,,18,Parenting & Relationships,,,0988585871.jpg,http://ecx.images-amazon.com/images/I/41MikwYj75L.jpg,Soojung Jo,general
Ulysses S. Grant (Leaders of the Civil War Era),,1604133015,,27,Teen & Young Adult,,,1604133015.jpg,http://ecx.images-amazon.com/images/I/51aukePZP6L.jpg,Samuel Willard Crompton,social-humanaria
The Time Machine (SF Masterworks),,575095172,,15,Literature & Fiction,,,0575095172.jpg,http://ecx.images-amazon.com/images/I/61u24wLvKnL.jpg,H. G. Wells,general
"Low Carb & Weight Loss Box Set 3 IN 1: 45 Amazing Low Carb & High Protein Recipes + Weight Watchers Cookbook: (Low Carb Diet Books, Low Carbohydrate ... low carb high protein diet) (Volume 4)",,1514239671,,7,"Cookbooks, Food & Wine",,,1514239671.jpg,http://ecx.images-amazon.com/images/I/51Cj-XhMCVL.jpg,Imogen McCarthy,general
"The Puzzle Palace: Inside the National Security Agency, America's Most Secret Intelligence Organization",,140067485,,14,Law,,,0140067485.jpg,http://ecx.images-amazon.com/images/I/515O6GpXOgL.jpg,James Bamford,general
101 Read-Aloud Asian Myths and Legends,,1579121640,,4,Children's Books,,,1579121640.jpg,http://ecx.images-amazon.com/images/I/612H1QCG0VL.jpg,Joan C. Verniero M.S.Ed,general
Developing racquetball skills,,B0006W9VJ8,,26,Sports & Outdoors,,,B0006W9VJ8.jpg,http://ecx.images-amazon.com/images/I/51okRw0sUEL.jpg,Edward L Vockell,sains-tech
Inside HBO's Game of Thrones: Seasons 1 & 2,,1452110107,,13,Humor & Entertainment,,,1452110107.jpg,http://ecx.images-amazon.com/images/I/51GYoFFfZLL.jpg,Bryan Cogman,general
The Unthinkable Triangle: ~ A Pride and Prejudice Variation ~,,151433755X,,22,Romance,,,151433755X.jpg,http://ecx.images-amazon.com/images/I/51HBmqIHcwL.jpg,Joana Starnes,general
Supply Chain Excellence: A Handbook for Dramatic Improvement Using the SCOR Model,,081441771X,,2,Business & Money,,,081441771X.jpg,http://ecx.images-amazon.com/images/I/51si1b3Y4KL.jpg,Peter Bolstorff,general
The Estonia Travel Journal,,1484056698,,29,Travel,,,1484056698.jpg,http://ecx.images-amazon.com/images/I/41CIZH%2BORgL.jpg,Younghusband World Travel Journals,general
Kundalini Tantra/2012 Re-print/ 2013 Golden Jubilee edition,,8185787158,,21,Religion & Spirituality,,,8185787158.jpg,http://ecx.images-amazon.com/images/I/41X4lHnpgvL.jpg,Swami Satyananda Saraswati,general
Glocal English: The Changing Face and Forms of Nigerian English in a Global World (Berkeley Insights in Linguistics and Semiotics),,1433129264,,20,Reference,,,1433129264.jpg,http://ecx.images-amazon.com/images/I/518WTX6nycL.jpg,Farooq A. Kperogi,general
Dr. Mom's Essential Oils First Aid,,981829015,,11,"Health, Fitness & Dieting",,,0981829015.jpg,http://ecx.images-amazon.com/images/I/51HssPelo8L.jpg,Judy Jehn,general
The Good News From North Haven: A Year in the Life of a Small Town,,824520122,,9,Christian Books & Bibles,,,0824520122.jpg,http://ecx.images-amazon.com/images/I/51ciDcLSeEL.jpg,Michael L. Lindvall,general
Kaplan AP English Language & Composition 2016 (Kaplan Test Prep),,1625231474,,28,Test Preparation,,,1625231474.jpg,http://ecx.images-amazon.com/images/I/51ZDa86sX6L.jpg,Denise Pivarnik-Nova,general
The Official Tractor Blue Book 2012,,1599695138,,8,"Crafts, Hobbies & Home",,,1599695138.jpg,http://ecx.images-amazon.com/images/I/51GOsTvl3XL.jpg,,general
Classics of Children's Literature (6th Edition),,131891839,,4,Children's Books,,,0131891839.jpg,http://ecx.images-amazon.com/images/I/616DG65YYTL.jpg,,social-humanaria
Basic Elements of Landscape Architectural Design,,881334782,,0,Arts & Photography,,,0881334782.jpg,http://ecx.images-amazon.com/images/I/51sdCm9DtQL.jpg,Norman K. Booth,sains-tech
